Question,Answer Disease,Answer Index,Number of Symptoms,llama38b_Answer,extracted,check
"A patient is presenting with the following symptoms: Spots or clouds in vision, Diminished vision, Lacrimation, Pain in eye, Symptoms of eye. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Floaters 2) Tietze syndrome 3) Chronic kidney disease 4) Gastroparesis",Floaters,1,5,"1) Floaters
Explanation: The symptoms described, such as spots or clouds in vision, diminished vision, lacr",1,same
"A patient is presenting with the following symptoms: Spots or clouds in vision, Diminished vision, Lacrimation, Pain in eye, Symptoms of eye. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Gastroparesis 2) Floaters 3) Tietze syndrome 4) Chronic kidney disease",Floaters,2,5,"2) Floaters
Explanation: The symptoms described, such as spots or clouds in vision, diminished vision, lacr",2,same
"A patient is presenting with the following symptoms: Spots or clouds in vision, Diminished vision, Lacrimation, Pain in eye, Symptoms of eye. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Tietze syndrome 2) Chronic kidney disease 3) Floaters 4) Gastroparesis",Floaters,3,5,"3) Floaters
Explanation: The symptoms described, such as spots or clouds in vision, diminished vision, lacr",3,same
"A patient is presenting with the following symptoms: Spots or clouds in vision, Diminished vision, Lacrimation, Pain in eye, Symptoms of eye. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Tietze syndrome 2) Gastroparesis 3) Chronic kidney disease 4) Floaters",Floaters,4,5,"4) Floaters
Explanation: The symptoms described, such as spots or clouds in vision, diminished vision, lacr",4,same
"A patient is presenting with the following symptoms: Toothache, Facial pain, Gum pain, Ear pain, Headache. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Tooth disorder 2) Irritable bowel syndrome 3) Poisoning due to antipsychotics 4) Attention deficit hyperactivity disorder (ADHD)",Tooth disorder,1,5,"1) Tooth disorder
Explanation: The patient is presenting with symptoms that are commonly associated with dental problems, such as tooth",1,same
"A patient is presenting with the following symptoms: Toothache, Facial pain, Gum pain, Ear pain, Headache. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Poisoning due to antipsychotics 2) Tooth disorder 3) Attention deficit hyperactivity disorder (ADHD) 4) Irritable bowel syndrome",Tooth disorder,2,5,"2) Tooth disorder
Explanation: The symptoms described, such as toothache, facial pain, gum pain, ear pain",2,same
"A patient is presenting with the following symptoms: Toothache, Facial pain, Gum pain, Ear pain, Headache. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Irritable bowel syndrome 2) Attention deficit hyperactivity disorder (ADHD) 3) Tooth disorder 4) Poisoning due to antipsychotics",Tooth disorder,3,5,"3) Tooth disorder
Explanation: The patient is presenting with symptoms related to the teeth and gums, such as toothache",3,same
"A patient is presenting with the following symptoms: Toothache, Facial pain, Gum pain, Ear pain, Headache. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Attention deficit hyperactivity disorder (ADHD) 2) Irritable bowel syndrome 3) Poisoning due to antipsychotics 4) Tooth disorder",Tooth disorder,4,5,"4) Tooth disorder
Explanation: The patient is presenting with symptoms related to the teeth and gums, such as toothache",4,same
"A patient is presenting with the following symptoms: Sharp chest pain, Shortness of breath, Chest tightness, Nausea, Arm pain. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Heart attack 2) Allergy 3) Tricuspid valve disease 4) Open wound of the abdomen",Heart attack,1,5,"1) Heart attack
Explanation: The patient is presenting with symptoms of acute coronary syndrome, which is a medical emergency.",1,same
"A patient is presenting with the following symptoms: Sharp chest pain, Shortness of breath, Chest tightness, Nausea, Arm pain. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Allergy 2) Heart attack 3) Tricuspid valve disease 4) Open wound of the abdomen",Heart attack,2,5,"2) Heart attack
Explanation: The patient is presenting with symptoms of acute coronary syndrome, which is a medical emergency.",2,same
"A patient is presenting with the following symptoms: Sharp chest pain, Shortness of breath, Chest tightness, Nausea, Arm pain. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Open wound of the abdomen 2) Tricuspid valve disease 3) Heart attack 4) Allergy",Heart attack,3,5,"3) Heart attack
Explanation: The patient is presenting with symptoms of acute coronary syndrome, which is a medical emergency.",3,same
"A patient is presenting with the following symptoms: Sharp chest pain, Shortness of breath, Chest tightness, Nausea, Arm pain. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Open wound of the abdomen 2) Tricuspid valve disease 3) Allergy 4) Heart attack",Heart attack,4,5,"4) Heart attack
Explanation: The patient is presenting with symptoms of acute coronary syndrome, which is a medical emergency.",4,same
"A patient is presenting with the following symptoms: Sharp abdominal pain, Irregular belly button, Sweating, Swollen abdomen, Blindness. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Open wound of the abdomen 2) Pelvic organ prolapse 3) Alcohol abuse 4) Pulmonic valve disease",Open wound of the abdomen,1,5,"1) Open wound of the abdomen
Explanation: The symptoms of sharp abdominal pain, irregular belly button, sweating, swollen",1,same
"A patient is presenting with the following symptoms: Sharp abdominal pain, Irregular belly button, Sweating, Swollen abdomen, Blindness. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Pulmonic valve disease 2) Open wound of the abdomen 3) Alcohol abuse 4) Pelvic organ prolapse",Open wound of the abdomen,2,5,"2) Open wound of the abdomen
Explanation: The symptoms of sharp abdominal pain, irregular belly button, sweating, swollen",2,same
"A patient is presenting with the following symptoms: Sharp abdominal pain, Irregular belly button, Sweating, Swollen abdomen, Blindness. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Pulmonic valve disease 2) Pelvic organ prolapse 3) Open wound of the abdomen 4) Alcohol abuse",Open wound of the abdomen,3,5,"3) Open wound of the abdomen
Explanation: The symptoms of sharp abdominal pain, irregular belly button, sweating, swollen",3,same
"A patient is presenting with the following symptoms: Sharp abdominal pain, Irregular belly button, Sweating, Swollen abdomen, Blindness. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Alcohol abuse 2) Pulmonic valve disease 3) Pelvic organ prolapse 4) Open wound of the abdomen",Open wound of the abdomen,4,5,"1) Alcohol abuse
Explanation: The symptoms of the patient, such as abdominal pain, irregular belly button, sweating,",1,different
"A patient is presenting with the following symptoms: Hip pain, Leg pain, Knee pain, Ankle pain, Problems with movement. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Fracture of the leg 2) Open wound of the nose 3) Overflow incontinence 4) Endometrial hyperplasia",Fracture of the leg,1,5,"1) Fracture of the leg
Explanation: The patient is presenting with pain in multiple joints, which is a",1,same
"A patient is presenting with the following symptoms: Hip pain, Leg pain, Knee pain, Ankle pain, Problems with movement. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Endometrial hyperplasia 2) Fracture of the leg 3) Overflow incontinence 4) Open wound of the nose",Fracture of the leg,2,5,"2) Fracture of the leg
Explanation: The patient is presenting with pain in multiple joints, which is a",2,same
"A patient is presenting with the following symptoms: Hip pain, Leg pain, Knee pain, Ankle pain, Problems with movement. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Open wound of the nose 2) Endometrial hyperplasia 3) Fracture of the leg 4) Overflow incontinence",Fracture of the leg,3,5,"3) Fracture of the leg
Explanation: The patient is presenting with pain in multiple joints, which is a",3,same
"A patient is presenting with the following symptoms: Hip pain, Leg pain, Knee pain, Ankle pain, Problems with movement. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Open wound of the nose 2) Overflow incontinence 3) Endometrial hyperplasia 4) Fracture of the leg",Fracture of the leg,4,5,"4) Fracture of the leg
Explanation: The patient is presenting with pain in multiple joints, which is a",4,same
"A patient is presenting with the following symptoms: Fever, Nasal congestion, Cough, Skin rash, Sore throat. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Oral thrush (yeast infection) 2) Cirrhosis 3) Bell palsy 4) Phimosis",Oral thrush (yeast infection),1,5,1) Oral thrush (yeast infection) 5) Influenza 6) Pneumonia,1,same
"A patient is presenting with the following symptoms: Fever, Nasal congestion, Cough, Skin rash, Sore throat. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Cirrhosis 2) Oral thrush (yeast infection) 3) Bell palsy 4) Phimosis",Oral thrush (yeast infection),2,5,Oral thrush (yeast infection) 5) Influenza 6) Pneumonia 7) T,5,different
"A patient is presenting with the following symptoms: Fever, Nasal congestion, Cough, Skin rash, Sore throat. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Phimosis 2) Cirrhosis 3) Oral thrush (yeast infection) 4) Bell palsy",Oral thrush (yeast infection),3,5,3) Oral thrush (yeast infection) 5) Influenza 6) Pneumonia,3,same
"A patient is presenting with the following symptoms: Fever, Nasal congestion, Cough, Skin rash, Sore throat. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Phimosis 2) Cirrhosis 3) Bell palsy 4) Oral thrush (yeast infection)",Oral thrush (yeast infection),4,5,4) Oral thrush (yeast infection) 5) Influenza 6) Pneumonia,4,same
"A patient is presenting with the following symptoms: Skin rash, Itching of skin, Abnormal appearing skin, Skin swelling, Warts. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Pityriasis rosea 2) Vitreous hemorrhage 3) Down syndrome 4) Open wound of the lip",Pityriasis rosea,1,5,"1) Pityriasis rosea
Explanation: Pityriasis rosea is a common, self-limiting",1,same
"A patient is presenting with the following symptoms: Skin rash, Itching of skin, Abnormal appearing skin, Skin swelling, Warts. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Vitreous hemorrhage 2) Pityriasis rosea 3) Down syndrome 4) Open wound of the lip",Pityriasis rosea,2,5,"2) Pityriasis rosea
Explanation: Pityriasis rosea is a common, self-limiting",2,same
