Question,Answer Disease,Answer Index,Number of Symptoms
"A patient is presenting with the following symptoms: Excessive growth, Headache, Weight gain, Symptoms of eye, Unpredictable menstruation. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Fetal alcohol syndrome 2) Hormone disorder 3) Urge incontinence 4) Tooth abscess",Hormone disorder,2,5
"A patient is presenting with the following symptoms: Excessive growth, Headache, Weight gain, Symptoms of eye, Unpredictable menstruation. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Tooth abscess 2) Urge incontinence 3) Hormone disorder 4) Fetal alcohol syndrome",Hormone disorder,3,5
"A patient is presenting with the following symptoms: Excessive growth, Headache, Weight gain, Symptoms of eye, Unpredictable menstruation. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Urge incontinence 2) Fetal alcohol syndrome 3) Tooth abscess 4) Hormone disorder",Hormone disorder,4,5
"A patient is presenting with the following symptoms: Loss of sensation, Hand or finger swelling, Abnormal appearing skin, Paresthesia, Poor circulation. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Raynaud disease 2) Vitamin A deficiency 3) Joint effusion 4) Rectal disorder",Raynaud disease,1,5
"A patient is presenting with the following symptoms: Loss of sensation, Hand or finger swelling, Abnormal appearing skin, Paresthesia, Poor circulation. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Joint effusion 2) Raynaud disease 3) Rectal disorder 4) Vitamin A deficiency",Raynaud disease,2,5
"A patient is presenting with the following symptoms: Loss of sensation, Hand or finger swelling, Abnormal appearing skin, Paresthesia, Poor circulation. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Joint effusion 2) Vitamin A deficiency 3) Raynaud disease 4) Rectal disorder",Raynaud disease,3,5
"A patient is presenting with the following symptoms: Loss of sensation, Hand or finger swelling, Abnormal appearing skin, Paresthesia, Poor circulation. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Joint effusion 2) Vitamin A deficiency 3) Rectal disorder 4) Raynaud disease",Raynaud disease,4,5
"A patient is presenting with the following symptoms: Knee pain, Ache all over, Hip pain, Back pain, Vulvar sore. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Reactive arthritis 2) Conductive hearing loss 3) Endophthalmitis 4) Allergy to animals",Reactive arthritis,1,5
"A patient is presenting with the following symptoms: Knee pain, Ache all over, Hip pain, Back pain, Vulvar sore. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Endophthalmitis 2) Reactive arthritis 3) Conductive hearing loss 4) Allergy to animals",Reactive arthritis,2,5
"A patient is presenting with the following symptoms: Knee pain, Ache all over, Hip pain, Back pain, Vulvar sore. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Allergy to animals 2) Endophthalmitis 3) Reactive arthritis 4) Conductive hearing loss",Reactive arthritis,3,5
"A patient is presenting with the following symptoms: Knee pain, Ache all over, Hip pain, Back pain, Vulvar sore. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Conductive hearing loss 2) Endophthalmitis 3) Allergy to animals 4) Reactive arthritis",Reactive arthritis,4,5
"A patient is presenting with the following symptoms: Skin rash, Itching of skin, Skin swelling, Abnormal appearing skin, Problems during pregnancy. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Scabies 2) Acute respiratory distress syndrome (ARDS) 3) Croup 4) Metastatic cancer",Scabies,1,5
"A patient is presenting with the following symptoms: Skin rash, Itching of skin, Skin swelling, Abnormal appearing skin, Problems during pregnancy. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Acute respiratory distress syndrome (ARDS) 2) Scabies 3) Metastatic cancer 4) Croup",Scabies,2,5
"A patient is presenting with the following symptoms: Skin rash, Itching of skin, Skin swelling, Abnormal appearing skin, Problems during pregnancy. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Croup 2) Acute respiratory distress syndrome (ARDS) 3) Scabies 4) Metastatic cancer",Scabies,3,5
"A patient is presenting with the following symptoms: Skin rash, Itching of skin, Skin swelling, Abnormal appearing skin, Problems during pregnancy. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Metastatic cancer 2) Acute respiratory distress syndrome (ARDS) 3) Croup 4) Scabies",Scabies,4,5
"A patient is presenting with the following symptoms: Plugged feeling in ear, Ear pain, Diminished hearing, Cough, Nasal congestion. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Ear wax impaction 2) Fungal infection of the hair 3) Intestinal cancer 4) Pulmonic valve disease",Ear wax impaction,1,5
"A patient is presenting with the following symptoms: Plugged feeling in ear, Ear pain, Diminished hearing, Cough, Nasal congestion. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Fungal infection of the hair 2) Ear wax impaction 3) Intestinal cancer 4) Pulmonic valve disease",Ear wax impaction,2,5
"A patient is presenting with the following symptoms: Plugged feeling in ear, Ear pain, Diminished hearing, Cough, Nasal congestion. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Intestinal cancer 2) Fungal infection of the hair 3) Ear wax impaction 4) Pulmonic valve disease",Ear wax impaction,3,5
"A patient is presenting with the following symptoms: Plugged feeling in ear, Ear pain, Diminished hearing, Cough, Nasal congestion. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Pulmonic valve disease 2) Fungal infection of the hair 3) Intestinal cancer 4) Ear wax impaction",Ear wax impaction,4,5
"A patient is presenting with the following symptoms: Problems during pregnancy, Headache, Pain during pregnancy, Uterine contractions, Spotting or bleeding during pregnancy. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Hypertension of pregnancy 2) Somatization disorder 3) Ankylosing spondylitis 4) Aortic valve disease",Hypertension of pregnancy,1,5
"A patient is presenting with the following symptoms: Problems during pregnancy, Headache, Pain during pregnancy, Uterine contractions, Spotting or bleeding during pregnancy. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Ankylosing spondylitis 2) Hypertension of pregnancy 3) Somatization disorder 4) Aortic valve disease",Hypertension of pregnancy,2,5
"A patient is presenting with the following symptoms: Problems during pregnancy, Headache, Pain during pregnancy, Uterine contractions, Spotting or bleeding during pregnancy. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Ankylosing spondylitis 2) Aortic valve disease 3) Hypertension of pregnancy 4) Somatization disorder",Hypertension of pregnancy,3,5
"A patient is presenting with the following symptoms: Problems during pregnancy, Headache, Pain during pregnancy, Uterine contractions, Spotting or bleeding during pregnancy. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Ankylosing spondylitis 2) Somatization disorder 3) Aortic valve disease 4) Hypertension of pregnancy",Hypertension of pregnancy,4,5
"A patient is presenting with the following symptoms: Leg pain, Loss of sensation, Leg swelling, Abnormal appearing skin, Foot or toe pain. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Peripheral arterial embolism 2) Choledocholithiasis 3) Adrenal cancer 4) Cerebral palsy",Peripheral arterial embolism,1,5
"A patient is presenting with the following symptoms: Leg pain, Loss of sensation, Leg swelling, Abnormal appearing skin, Foot or toe pain. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Cerebral palsy 2) Peripheral arterial embolism 3) Adrenal cancer 4) Choledocholithiasis",Peripheral arterial embolism,2,5
"A patient is presenting with the following symptoms: Leg pain, Loss of sensation, Leg swelling, Abnormal appearing skin, Foot or toe pain. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Choledocholithiasis 2) Cerebral palsy 3) Peripheral arterial embolism 4) Adrenal cancer",Peripheral arterial embolism,3,5
"A patient is presenting with the following symptoms: Leg pain, Loss of sensation, Leg swelling, Abnormal appearing skin, Foot or toe pain. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Choledocholithiasis 2) Cerebral palsy 3) Adrenal cancer 4) Peripheral arterial embolism",Peripheral arterial embolism,4,5
"A patient is presenting with the following symptoms: Abnormal appearing skin, Skin rash, Acne or pimples, Skin dryness, peeling, scaliness, or roughness, Skin lesion. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Rosacea 2) Sciatica 3) Dislocation of the wrist 4) Lymphogranuloma venereum",Rosacea,1,5
"A patient is presenting with the following symptoms: Abnormal appearing skin, Skin rash, Acne or pimples, Skin dryness, peeling, scaliness, or roughness, Skin lesion. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Dislocation of the wrist 2) Rosacea 3) Lymphogranuloma venereum 4) Sciatica",Rosacea,2,5
"A patient is presenting with the following symptoms: Abnormal appearing skin, Skin rash, Acne or pimples, Skin dryness, peeling, scaliness, or roughness, Skin lesion. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Dislocation of the wrist 2) Sciatica 3) Rosacea 4) Lymphogranuloma venereum",Rosacea,3,5
"A patient is presenting with the following symptoms: Abnormal appearing skin, Skin rash, Acne or pimples, Skin dryness, peeling, scaliness, or roughness, Skin lesion. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Sciatica 2) Lymphogranuloma venereum 3) Dislocation of the wrist 4) Rosacea",Rosacea,4,5
"A patient is presenting with the following symptoms: Headache, Facial pain, Vomiting, Depressive or psychotic symptoms, Fainting. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Fracture of the skull 2) Cholesteatoma 3) Tonsillitis 4) Fracture of the arm",Fracture of the skull,1,5
"A patient is presenting with the following symptoms: Headache, Facial pain, Vomiting, Depressive or psychotic symptoms, Fainting. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Cholesteatoma 2) Fracture of the skull 3) Tonsillitis 4) Fracture of the arm",Fracture of the skull,2,5
"A patient is presenting with the following symptoms: Headache, Facial pain, Vomiting, Depressive or psychotic symptoms, Fainting. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Cholesteatoma 2) Tonsillitis 3) Fracture of the skull 4) Fracture of the arm",Fracture of the skull,3,5
"A patient is presenting with the following symptoms: Headache, Facial pain, Vomiting, Depressive or psychotic symptoms, Fainting. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Fracture of the arm 2) Cholesteatoma 3) Tonsillitis 4) Fracture of the skull",Fracture of the skull,4,5
"A patient is presenting with the following symptoms: Diminished vision, Symptoms of eye, Upper abdominal pain, Eye redness, Elbow cramps or spasms. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Uveitis 2) Vulvodynia 3) Hypercholesterolemia 4) Pericarditis",Uveitis,1,5
